advisory_id,cwe,publication_url,summary,advisory_title,last_updated,cves,first_published,product_names,cvrfUrl,bug_ids,sir,cvss_base_score
b'cisco-sa-sdwan-arbfile-7Qhd9mCn',CWE-552,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn',"b'<p>A vulnerability in the CLI of Cisco&nbsp;SD-WAN Software could allow an authenticated, local attacker to overwrite arbitrary files in the underlying file system of an affected system.</p>\r\n<p>This vulnerability is due to insufficient validation of the user-supplied input parameters of a specific CLI command. An attacker could exploit this vulnerability by issuing that command with specific parameters. A successful exploit could allow the attacker to overwrite the content in any arbitrary files that reside on the underlying host file system.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn</a></p>'",b'Cisco SD-WAN Software Arbitrary File Corruption Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1512,b'2021-05-05T16:00:00',Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-arbfile-7Qhd9mCn/cvrf/cisco-sa-sdwan-arbfile-7Qhd9mCn_cvrf.xml',CSCvs98457,b'Medium',b'4.4'
b'cisco-sa-sdwan-dos-Ckn5cVqW',CWE-20,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW',"b'<p>A vulnerability in the vDaemon process of Cisco&nbsp;SD-WAN Software could allow an unauthenticated, remote attacker to cause a device to reload, resulting in a denial of service (DoS) condition.</p>\n<p>This vulnerability is due to insufficient handling of malformed packets. An attacker could exploit this vulnerability by sending crafted traffic to an affected device. A successful exploit could allow the attacker to cause the device to reload, resulting in a DoS condition.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW</a></p>'",b'Cisco SD-WAN Software vDaemon Denial of Service Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1513,b'2021-05-05T16:00:00',Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-dos-Ckn5cVqW/cvrf/cisco-sa-sdwan-dos-Ckn5cVqW_cvrf.xml',CSCvu28378,b'High',b'7.5'
b'cisco-sa-tp-rmos-fileread-pE9sL3g',CWE-22,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g',"b'<p>A vulnerability in the video endpoint API (xAPI) of Cisco&nbsp;TelePresence Collaboration Endpoint (CE) Software and Cisco&nbsp;RoomOS Software could allow an authenticated, remote attacker to read arbitrary files from the underlying operating system.</p>\n<p>This vulnerability is due to insufficient path validation of command arguments. An attacker could exploit this vulnerability by sending a crafted command request to the xAPI. A successful exploit could allow the attacker to read the contents of any file that is located on the device filesystem.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g</a></p>'",b'Cisco TelePresence Collaboration Endpoint and RoomOS Software Arbitrary File Read Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1532,b'2021-05-05T16:00:00',Cisco TelePresence Endpoint Software (TC/CE) ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-tp-rmos-fileread-pE9sL3g/cvrf/cisco-sa-tp-rmos-fileread-pE9sL3g_cvrf.xml',CSCvx68427,b'Medium',b'6.5'
b'cisco-sa-ipcameras-dos-fc3F6LzT',CWE-119,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ipcameras-dos-fc3F6LzT',"b'<p>A vulnerability in the Cisco&nbsp;Discovery Protocol implementation for Cisco&nbsp;Video Surveillance 8000 Series IP Cameras could allow an unauthenticated, adjacent attacker to cause an affected IP camera to reload.</p>\r\n<p>This vulnerability is due to missing checks when processing Cisco&nbsp;Discovery Protocol messages. An attacker could exploit this vulnerability by sending a malicious Cisco&nbsp;Discovery Protocol packet to an affected IP camera. A successful exploit could allow the attacker to cause the affected IP camera to reload unexpectedly, resulting in a denial of service (DoS) condition.</p>\r\n<p><strong>Note:</strong>&nbsp;Cisco&nbsp;Discovery Protocol is a Layer 2 protocol. To exploit this vulnerability, an attacker must be in the same broadcast domain as the affected device (Layer 2 adjacent).</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ipcameras-dos-fc3F6LzT"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ipcameras-dos-fc3F6LzT</a></p>'",b'Cisco Video Surveillance 8000 Series IP Cameras Cisco Discovery Protocol Denial of Service Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1521,b'2021-05-05T16:00:00',Cisco Video Surveillance 8000 Series IP Cameras ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-ipcameras-dos-fc3F6LzT/cvrf/cisco-sa-ipcameras-dos-fc3F6LzT_cvrf.xml',CSCvx04105,b'Medium',b'6.5'
b'cisco-sa-nfvis-cmdinj-DkFjqg2j',CWE-78,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nfvis-cmdinj-DkFjqg2j',"b'<p>A vulnerability in Cisco&nbsp;Enterprise NFV Infrastructure Software (NFVIS) could allow an authenticated, local attacker to perform a command injection attack on an affected device.</p>\r\n<p>The vulnerability is due to insufficient validation of user-supplied input to a configuration command. An attacker could exploit this vulnerability by including malicious input during the execution of this command. A successful exploit could allow a non-privileged attacker authenticated in the restricted CLI to execute arbitrary commands on the underlying operating system (OS) with <em>root</em> privileges.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nfvis-cmdinj-DkFjqg2j"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nfvis-cmdinj-DkFjqg2j</a></p>'",b'Cisco Enterprise NFV Infrastructure Software Command Injection Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1421,b'2021-05-05T16:00:00',Cisco Enterprise NFV Infrastructure Software ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-nfvis-cmdinj-DkFjqg2j/cvrf/cisco-sa-nfvis-cmdinj-DkFjqg2j_cvrf.xml',CSCvw68627,b'High',b'7.8'
b'cisco-sa-rv-34x-privesc-GLN8ZAQE',CWE-123,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-rv-34x-privesc-GLN8ZAQE',"b'<p>A vulnerability in the internal message processing of Cisco&nbsp;RV340, RV340W, RV345, and RV345P Dual WAN Gigabit VPN Routers could allow an authenticated, local attacker to run arbitrary commands with <em>root</em> privileges on the underlying operating system (OS).</p>\r\n<p>This vulnerability exists because an internal messaging service does not properly sanitize input. An attacker could exploit this vulnerability by first authenticating to the device and then sending a crafted request to the internal service. A successful exploit could allow the attacker to run arbitrary commands with <em>root</em> privileges on the underlying OS. To exploit this vulnerability, the attacker must have valid <em>Administrator</em> credentials for the device.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-rv-34x-privesc-GLN8ZAQE"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-rv-34x-privesc-GLN8ZAQE</a></p>'","b'Cisco RV340, RV340W, RV345, and RV345P Dual WAN Gigabit VPN Routers Local Privilege Escalation Vulnerability'",b'2021-05-05T16:00:00',CVE-2021-1520,b'2021-05-05T16:00:00',Cisco Small Business RV Series Router Firmware ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-rv-34x-privesc-GLN8ZAQE/cvrf/cisco-sa-rv-34x-privesc-GLN8ZAQE_cvrf.xml',CSCvx36281,b'Medium',b'6.7'
b'cisco-sa-sdwan-vmanageinfdis-LKrFpbv',CWE-497,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-vmanageinfdis-LKrFpbv',"b'<p>A vulnerability in the cluster management interface of Cisco&nbsp;SD-WAN vManage Software could allow an unauthenticated, remote attacker to view sensitive information on an affected system. To be affected by this vulnerability, the Cisco&nbsp;SD-WAN vManage Software must be in cluster mode.&nbsp;</p>\r\n<p>This vulnerability is due to the absence of authentication for sensitive information in the cluster management interface. An attacker could exploit this vulnerability by sending a crafted request to the cluster management interface of an affected system. A successful exploit could allow the attacker to allow the attacker to view sensitive information on the affected system.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-vmanageinfdis-LKrFpbv"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-vmanageinfdis-LKrFpbv</a></p>'",b'Cisco SD-WAN vManage Information Disclosure Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1535,b'2021-05-05T16:00:00',Cisco SD-WAN vManage ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-vmanageinfdis-LKrFpbv/cvrf/cisco-sa-sdwan-vmanageinfdis-LKrFpbv_cvrf.xml',CSCvw11097,b'Medium',b'5.3'
b'cisco-sa-vmanage-enumeration-64eNnDKy',CWE-203,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-enumeration-64eNnDKy',"b'<p>A vulnerability in Cisco&nbsp;SD-WAN vManage Software could allow an unauthenticated, remote attacker to enumerate user accounts.</p>\r\n<p>This vulnerability is due to the improper handling of HTTP headers. An attacker could exploit this vulnerability by sending authenticated requests to an affected system. A successful exploit could allow the attacker to compare the HTTP responses that are returned by the affected system to determine which accounts are valid user accounts.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-enumeration-64eNnDKy"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-vmanage-enumeration-64eNnDKy</a></p>'",b'Cisco SD-WAN vManage HTTP Authentication User Enumeration Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1486,b'2021-05-05T16:00:00',Cisco SD-WAN vManage ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-vmanage-enumeration-64eNnDKy/cvrf/cisco-sa-vmanage-enumeration-64eNnDKy_cvrf.xml',CSCvx21265,b'Medium',b'5.3'
b'cisco-sa-sdw-auth-bypass-65aYqcS2',CWE-284,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdw-auth-bypass-65aYqcS2',"b'<p>A vulnerability in the web-based messaging service interface of Cisco&nbsp;SD-WAN vManage Software could allow an unauthenticated, adjacent attacker to bypass authentication and authorization and modify the configuration of an affected system. To exploit this vulnerability, the attacker must be able to access an associated Cisco&nbsp;SD-WAN vEdge device.</p>\n<p>This vulnerability is due to insufficient authorization checks. An attacker could exploit this vulnerability by sending crafted HTTP requests to the web-based messaging service interface of an affected system. A successful exploit could allow the attacker to gain unauthenticated <em>read</em> and <em>write</em> access to the affected vManage system. With this access, the attacker could access information about the affected vManage system, modify the configuration of the system, or make configuration changes to devices that are managed by the system.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdw-auth-bypass-65aYqcS2"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdw-auth-bypass-65aYqcS2</a></p>'",b'Cisco SD-WAN vManage Software Authentication Bypass Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1284,b'2021-05-05T16:00:00',Cisco SD-WAN vManage ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdw-auth-bypass-65aYqcS2/cvrf/cisco-sa-sdw-auth-bypass-65aYqcS2_cvrf.xml',CSCvi69876,b'High',b'8.8'
b'cisco-sa-wsa-xss-mVjOWchB',CWE-79,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-wsa-xss-mVjOWchB',"b'<p>A vulnerability in the web-based management interface of Cisco&nbsp;AsyncOS for Cisco&nbsp;Web Security Appliance (WSA) could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface of an affected device.</p>\n<p>This vulnerability is due to improper validation of user-supplied input in the web-based management interface. An attacker could exploit this vulnerability by persuading a user to retrieve a crafted file that contains malicious payload and upload it to the affected device. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-wsa-xss-mVjOWchB"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-wsa-xss-mVjOWchB</a></p>'",b'Cisco Web Security Appliance Cross-Site Scripting Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1490,b'2021-05-05T16:00:00',Cisco Web Security Appliance (WSA) ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-wsa-xss-mVjOWchB/cvrf/cisco-sa-wsa-xss-mVjOWchB_cvrf.xml',CSCvv18456	CSCvv26363	CSCvx74586,b'Medium',b'4.7'
b'cisco-sa-sma-priv-esc-JJ8zxQsC',CWE-269,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sma-priv-esc-JJ8zxQsC',"b'<p>A vulnerability in the user account management system of Cisco&nbsp;AsyncOS for Cisco&nbsp;Content Security Management Appliance (SMA) could allow an authenticated, local attacker to elevate their privileges to <em>root</em>.</p>\r\n<p>This vulnerability is due to a procedural flaw in the password generation algorithm. An attacker could exploit this vulnerability by enabling specific <em>Administrator</em>-only features and connecting to the appliance through the CLI with elevated privileges. A successful exploit could allow the attacker to execute arbitrary commands as <em>root</em> and access the underlying operating system. To exploit this vulnerability, the attacker must have valid <em>Administrator</em> credentials.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sma-priv-esc-JJ8zxQsC"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sma-priv-esc-JJ8zxQsC</a></p>'",b'Cisco\xc2\xa0Content Security Management Appliance Privilege Escalation Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1447,b'2021-05-05T16:00:00',Cisco Content Security Management Appliance (SMA) ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sma-priv-esc-JJ8zxQsC/cvrf/cisco-sa-sma-priv-esc-JJ8zxQsC_cvrf.xml',CSCvx14681,b'Medium',b'6.7'
b'cisco-sa-waas-infdisc-Twb4EypK',CWE-668,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-waas-infdisc-Twb4EypK',"b'<p>A vulnerability in Cisco&nbsp;Wide Area Application Services (WAAS) Software could allow an authenticated, local attacker to gain access to sensitive information on an affected device.</p>\n<p>The vulnerability is due to improper input validation and authorization of specific commands that a user can execute within the CLI. An attacker could exploit this vulnerability by authenticating to an affected device and issuing a specific set of commands. A successful exploit could allow the attacker to read arbitrary files that they originally did not have permissions to access.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-waas-infdisc-Twb4EypK"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-waas-infdisc-Twb4EypK</a></p>'",b'Cisco Wide Area Application Services Software Information Disclosure Vulnerability',b'2021-05-05T16:00:00',CVE-2021-1438,b'2021-05-05T16:00:00',Cisco Wide Area Application Services (WAAS) ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-waas-infdisc-Twb4EypK/cvrf/cisco-sa-waas-infdisc-Twb4EypK_cvrf.xml',CSCvw97364,b'Medium',b'5.5'
